OWNER;TABLE_NAME;COLUMN_NAME;COLUMN_ID;DATA_TYPE;DATA_LENGTH;DATA_PRECISION;DATA_SCALE
MAXIMO;INVENTORY;ISSUEYTD;27;NUMBER;22;15;2
MAXIMO;INVENTORY;ITEMNUM;28;VARCHAR2;120;;
MAXIMO;INVENTORY;LOCATION;29;VARCHAR2;100;;
MAXIMO;INVENTORY;MAXLEVEL;30;NUMBER;22;15;2
MAXIMO;INVENTORY;MINLEVEL;31;NUMBER;22;15;2
MAXIMO;INVENTORY;ORDERQTY;32;NUMBER;22;15;2
MAXIMO;INVENTORY;SENDERSYSID;33;VARCHAR2;200;;
MAXIMO;INVENTORY;INVENTORYID;34;NUMBER;22;;
MAXIMO;INVENTORY;STORELOC;35;VARCHAR2;100;;
MAXIMO;INVENTORY;STORELOCSITEID;36;VARCHAR2;32;;
MAXIMO;INVENTORY;INTERNAL;37;NUMBER;22;;
MAXIMO;INVENTORY;HASLD;38;NUMBER;22;;
MAXIMO;INVENTORY;LLYITEMNOTES;39;VARCHAR2;1016;;
MAXIMO;INVENTORY;LLYSPEDRQD;40;NUMBER;22;;
MAXIMO;INVENTORY;LLYHEATTRACE;41;NUMBER;22;;
MAXIMO;INVENTORY;LLYCERTPAPERS;42;NUMBER;22;;
MAXIMO;INVENTORY;LLYCOA;43;NUMBER;22;;
MAXIMO;INVENTORY;LLYEXPDATE;44;DATE;7;;
MAXIMO;INVENTORY;STATUS;45;VARCHAR2;64;;
MAXIMO;INVENTORY;STATUSDATE;46;DATE;7;;
MAXIMO;INVENTORY;ROWSTAMP;47;VARCHAR2;160;;
MAXIMO;INVENTORY;DFLTSTAGEBIN;48;VARCHAR2;48;;
MAXIMO;INVENTORY;RECEIPTTOLERANCE;49;NUMBER;22;15;2
MAXIMO;INVENTORY;REORDER;50;NUMBER;22;;
MAXIMO;INVENTORY;COSTTYPE;51;VARCHAR2;64;;
MAXIMO;INVENTORY;HARDRESISSUE;52;NUMBER;22;;
MAXIMO;INVENTORY;CONSIGNMENT;53;NUMBER;22;;
MAXIMO;INVENTORY;INVGENTYPE;54;VARCHAR2;48;;
MAXIMO;INVENTORY;FREQUENCY;55;NUMBER;22;;
MAXIMO;INVENTORY;FREQUNIT;56;VARCHAR2;32;;
MAXIMO;INVENTORY;NEXTINVOICEDATE;57;DATE;7;;
MAXIMO;INVENTORY;CONSVENDOR;58;VARCHAR2;48;;
MAXIMO;INVLOT;LOTNUM;1;VARCHAR2;32;;
MAXIMO;INVLOT;SHELFLIFE;2;FLOAT;22;126;
MAXIMO;INVLOT;USEBY;3;DATE;7;;
MAXIMO;INVLOT;MFGLOTNUM;4;VARCHAR2;32;;
MAXIMO;INVLOT;VENDOR;5;VARCHAR2;48;;
MAXIMO;INVLOT;MANUFACTURER;6;VARCHAR2;48;;
MAXIMO;INVLOT;ORGID;7;VARCHAR2;32;;
MAXIMO;INVLOT;SITEID;8;VARCHAR2;32;;
MAXIMO;INVLOT;INVLOTID;9;NUMBER;22;;
MAXIMO;INVLOT;ITEMNUM;10;VARCHAR2;120;;
MAXIMO;INVLOT;LOCATION;11;VARCHAR2;100;;
MAXIMO;INVLOT;ITEMSETID;12;VARCHAR2;32;;
MAXIMO;INVLOT;ROWSTAMP;13;VARCHAR2;160;;
MAXIMO;INVRESERVE;REQUESTNUM;1;VARCHAR2;80;;
MAXIMO;INVRESERVE;ITEMNUM;2;VARCHAR2;120;;
MAXIMO;INVRESERVE;LOCATION;3;VARCHAR2;100;;
MAXIMO;INVRESERVE;WONUM;4;VARCHAR2;40;;
MAXIMO;INVRESERVE;ACTUALQTY;5;NUMBER;22;15;2
MAXIMO;INVRESERVE;RESERVEDQTY;6;NUMBER;22;15;2
MAXIMO;INVRESERVE;INITFLAG;7;NUMBER;22;;
MAXIMO;INVRESERVE;DIRECTREQ;8;NUMBER;22;;
MAXIMO;INVRESERVE;GLACCOUNT;9;VARCHAR2;136;;
MAXIMO;INVRESERVE;REQUESTEDBY;10;VARCHAR2;120;;
MAXIMO;INVRESERVE;REQUESTEDDATE;11;DATE;7;;
MAXIMO;INVRESERVE;REQUIREDDATE;12;DATE;7;;
MAXIMO;INVRESERVE;PONUM;13;VARCHAR2;40;;
MAXIMO;INVRESERVE;POLINENUM;14;NUMBER;22;;
MAXIMO;INVRESERVE;DELLOCATION;15;VARCHAR2;100;;
MAXIMO;INVRESERVE;DESCRIPTION;16;VARCHAR2;4000;;
MAXIMO;INVRESERVE;POLINEID;17;NUMBER;22;;
MAXIMO;INVRESERVE;MRNUM;18;VARCHAR2;32;;
MAXIMO;INVRESERVE;ASSETNUM;19;VARCHAR2;48;;
MAXIMO;INVRESERVE;MRLINENUM;20;NUMBER;22;;
MAXIMO;INVRESERVE;SOURCESYSID;21;VARCHAR2;40;;
MAXIMO;INVRESERVE;OWNERSYSID;22;VARCHAR2;40;;
MAXIMO;INVRESERVE;EXTERNALREFID;23;VARCHAR2;40;;
MAXIMO;INVRESERVE;ISSUETO;24;VARCHAR2;120;;
MAXIMO;INVRESERVE;SENDERSYSID;25;VARCHAR2;200;;
MAXIMO;INVRESERVE;FINCNTRLID;26;VARCHAR2;32;;
MAXIMO;INVRESERVE;ORGID;27;VARCHAR2;32;;
MAXIMO;INVRESERVE;SITEID;28;VARCHAR2;32;;
MAXIMO;INVRESERVE;ITEMSETID;29;VARCHAR2;32;;
MAXIMO;INVRESERVE;CONDITIONCODE;30;VARCHAR2;120;;
MAXIMO;INVRESERVE;INVRESERVEID;31;NUMBER;22;;
MAXIMO;INVRESERVE;STORELOCSITEID;32;VARCHAR2;32;;
MAXIMO;INVRESERVE;LANGCODE;33;VARCHAR2;16;;
MAXIMO;INVRESERVE;HASLD;34;NUMBER;22;;
MAXIMO;INVRESERVE;ROWSTAMP;35;VARCHAR2;160;;
MAXIMO;INVRESERVE;POREVISIONNUM;36;NUMBER;22;;
MAXIMO;INVRESERVE;PENDINGQTY;37;NUMBER;22;15;2
MAXIMO;INVRESERVE;SHIPPEDQTY;38;NUMBER;22;15;2
MAXIMO;INVRESERVE;STAGEDQTY;39;NUMBER;22;15;2
MAXIMO;INVRESERVE;OPLOCATION;40;VARCHAR2;100;;
MAXIMO;INVRESERVE;TOSTORELOC;41;VARCHAR2;100;;
MAXIMO;INVRESERVE;RESTYPE;42;VARCHAR2;64;;
MAXIMO;INVRESERVE;HARDBACKORDER;43;NUMBER;22;;
MAXIMO;INVRESERVE;WOGROUP;44;VARCHAR2;40;;
MAXIMO;INVRESERVE;BINNUM;45;VARCHAR2;48;;
MAXIMO;INVRESERVE;PICKEDQTY;46;NUMBER;22;15;2
MAXIMO;INVSTATUS;CHANGEBY;1;VARCHAR2;120;;
MAXIMO;INVSTATUS;CHANGEDATE;2;DATE;7;;
MAXIMO;INVSTATUS;INVSTATUSID;3;NUMBER;22;;
MAXIMO;INVSTATUS;ITEMNUM;4;VARCHAR2;120;;
MAXIMO;INVSTATUS;ITEMSETID;5;VARCHAR2;32;;
MAXIMO;INVSTATUS;LOCATION;6;VARCHAR2;100;;
MAXIMO;INVSTATUS;MEMO;7;VARCHAR2;200;;
MAXIMO;INVSTATUS;ORGID;8;VARCHAR2;32;;
MAXIMO;INVSTATUS;SITEID;9;VARCHAR2;32;;
MAXIMO;INVSTATUS;STATUS;10;VARCHAR2;64;;
MAXIMO;INVSTATUS;ROWSTAMP;11;VARCHAR2;160;;
MAXIMO;INVTRANS;ITEMNUM;1;VARCHAR2;120;;
MAXIMO;INVTRANS;STORELOC;2;VARCHAR2;100;;
MAXIMO;INVTRANS;TRANSDATE;3;DATE;7;;
MAXIMO;INVTRANS;TRANSTYPE;4;VARCHAR2;72;;
MAXIMO;INVTRANS;QUANTITY;5;NUMBER;22;15;2
MAXIMO;INVTRANS;CURBAL;6;NUMBER;22;15;2
MAXIMO;INVTRANS;PHYSCNT;7;NUMBER;22;15;2
MAXIMO;INVTRANS;OLDCOST;8;NUMBER;22;10;2
MAXIMO;INVTRANS;NEWCOST;9;NUMBER;22;10;2
MAXIMO;INVTRANS;ENTERBY;10;VARCHAR2;120;;
MAXIMO;INVTRANS;MEMO;11;VARCHAR2;1016;;
MAXIMO;INVTRANS;BINNUM;12;VARCHAR2;48;;
MAXIMO;INVTRANS;LOTNUM;13;VARCHAR2;32;;
MAXIMO;INVTRANS;GLDEBITACCT;14;VARCHAR2;136;;
MAXIMO;INVTRANS;GLCREDITACCT;15;VARCHAR2;136;;
MAXIMO;INVTRANS;FINANCIALPERIOD;16;VARCHAR2;24;;
MAXIMO;INVTRANS;LINECOST;17;NUMBER;22;10;2
MAXIMO;INVTRANS;EXCHANGERATE2;18;NUMBER;22;14;7
MAXIMO;INVTRANS;LINECOST2;19;NUMBER;22;10;2
MAXIMO;INVTRANS;INVTRANSID;20;NUMBER;22;;
MAXIMO;INVTRANS;MATRECTRANSID;21;NUMBER;22;;
MAXIMO;INVTRANS;SENDERSYSID;22;VARCHAR2;200;;
MAXIMO;INVTRANS;SOURCESYSID;23;VARCHAR2;40;;
MAXIMO;INVTRANS;OWNERSYSID;24;VARCHAR2;40;;
MAXIMO;INVTRANS;EXTERNALREFID;25;VARCHAR2;40;;
MAXIMO;INVTRANS;ORGID;26;VARCHAR2;32;;
MAXIMO;INVTRANS;SITEID;27;VARCHAR2;32;;
MAXIMO;INVTRANS;ITEMSETID;28;VARCHAR2;32;;
MAXIMO;INVTRANS;CONDITIONCODE;29;VARCHAR2;120;;
MAXIMO;INVTRANS;CONDRATE;30;NUMBER;22;;
MAXIMO;INVTRANS;MATUSETRANSID;31;NUMBER;22;;
MAXIMO;INVTRANS;ROWSTAMP;32;VARCHAR2;160;;
MAXIMO;INVTRANS;CONSIGNMENT;33;NUMBER;22;;
MAXIMO;INVTRANS;CONSINVOICENUM;34;VARCHAR2;32;;
MAXIMO;INVTRANS;CONSVENDOR;35;VARCHAR2;48;;
MAXIMO;INVVENDOR;ITEMNUM;1;VARCHAR2;120;;
MAXIMO;INVVENDOR;VENDOR;2;VARCHAR2;48;;
MAXIMO;INVVENDOR;MANUFACTURER;3;VARCHAR2;48;;
MAXIMO;INVVENDOR;MODELNUM;4;VARCHAR2;1000;;
MAXIMO;INVVENDOR;CATALOGCODE;5;VARCHAR2;200;;
MAXIMO;INVVENDOR;TAX1CODE;6;VARCHAR2;32;;
MAXIMO;INVVENDOR;TAX2CODE;7;VARCHAR2;32;;
MAXIMO;INVVENDOR;TAX3CODE;8;VARCHAR2;32;;
MAXIMO;INVVENDOR;BIDPRICE;9;NUMBER;22;10;2
MAXIMO;INVVENDOR;BIDDATE;10;DATE;7;;
MAXIMO;INVVENDOR;PROMDELIVERYTIME;11;NUMBER;22;;
MAXIMO;INVVENDOR;TAX4CODE;12;VARCHAR2;32;;
MAXIMO;INVVENDOR;TAX5CODE;13;VARCHAR2;32;;
MAXIMO;INVVENDOR;LASTCOST;14;NUMBER;22;10;2
MAXIMO;INVVENDOR;LASTDATE;15;DATE;7;;
MAXIMO;INVVENDOR;CATALOGWEBPAGE;16;VARCHAR2;4000;;
MAXIMO;INVVENDOR;SOURCESYSID;17;VARCHAR2;40;;
MAXIMO;INVVENDOR;OWNERSYSID;18;VARCHAR2;40;;
MAXIMO;INVVENDOR;EXTERNALREFID;19;VARCHAR2;40;;
MAXIMO;INVVENDOR;SENDERSYSID;20;VARCHAR2;200;;
MAXIMO;INVVENDOR;ORDERUNIT;21;VARCHAR2;64;;
MAXIMO;INVVENDOR;ISDEFAULT;22;NUMBER;22;;
MAXIMO;INVVENDOR;ECOMPARTNUM1;23;VARCHAR2;120;;
MAXIMO;INVVENDOR;ECOMPARTNUM2;24;VARCHAR2;120;;
MAXIMO;INVVENDOR;DESCRIPTION;25;VARCHAR2;400;;
MAXIMO;INVVENDOR;ORGID;26;VARCHAR2;32;;
MAXIMO;INVVENDOR;SITEID;27;VARCHAR2;32;;
MAXIMO;INVVENDOR;ITEMSETID;28;VARCHAR2;32;;
MAXIMO;INVVENDOR;CONDITIONCODE;29;VARCHAR2;120;;
MAXIMO;INVVENDOR;INVVENDORID;30;NUMBER;22;;
MAXIMO;INVVENDOR;ROWSTAMP;31;VARCHAR2;160;;
MAXIMO;INVVENDOR;TAXEXEMPT;32;NUMBER;22;;
MAXIMO;INVVENDOR;RECEIPTTOLERANCE;33;NUMBER;22;15;2
MAXIMO;INVVENDOR;PRODUCTID;34;VARCHAR2;48;;
MAXIMO;ITEM;ITEMNUM;1;VARCHAR2;120;;
MAXIMO;ITEM;DESCRIPTION;2;VARCHAR2;4000;;
MAXIMO;ITEM;ROTATING;3;NUMBER;22;;
MAXIMO;ITEM;LOTTYPE;4;VARCHAR2;64;;
MAXIMO;ITEM;CAPITALIZED;5;NUMBER;22;;
MAXIMO;ITEM;MSDSNUM;6;VARCHAR2;40;;
MAXIMO;ITEM;OUTSIDE;7;NUMBER;22;;
MAXIMO;ITEM;IN19;8;VARCHAR2;40;;
MAXIMO;ITEM;IN20;9;VARCHAR2;40;;
MAXIMO;ITEM;IN21;10;VARCHAR2;40;;
MAXIMO;ITEM;IN22;11;DATE;7;;
MAXIMO;ITEM;IN23;12;NUMBER;22;15;2
MAXIMO;ITEM;SPAREPARTAUTOADD;13;NUMBER;22;;
MAXIMO;ITEM;CLASSSTRUCTUREID;14;VARCHAR2;80;;
MAXIMO;ITEM;INSPECTIONREQUIRED;15;NUMBER;22;;
MAXIMO;ITEM;SOURCESYSID;16;VARCHAR2;40;;
MAXIMO;ITEM;OWNERSYSID;17;VARCHAR2;40;;
MAXIMO;ITEM;EXTERNALREFID;18;VARCHAR2;40;;
MAXIMO;ITEM;IN24;19;VARCHAR2;40;;
MAXIMO;ITEM;IN25;20;VARCHAR2;40;;
MAXIMO;ITEM;IN26;21;VARCHAR2;40;;
MAXIMO;ITEM;IN27;22;VARCHAR2;40;;
MAXIMO;ITEM;SENDERSYSID;23;VARCHAR2;200;;
MAXIMO;ITEM;ITEMSETID;24;VARCHAR2;32;;
MAXIMO;ITEM;ORDERUNIT;25;VARCHAR2;64;;
MAXIMO;ITEM;ISSUEUNIT;26;VARCHAR2;64;;
MAXIMO;ITEM;CONDITIONENABLED;27;NUMBER;22;;
MAXIMO;ITEM;GROUPNAME;28;VARCHAR2;40;;
MAXIMO;ITEM;METERNAME;29;VARCHAR2;40;;
MAXIMO;ITEM;COMMODITYGROUP;30;VARCHAR2;32;;
MAXIMO;ITEM;COMMODITY;31;VARCHAR2;32;;
MAXIMO;ITEM;ITEMTYPE;32;VARCHAR2;60;;
MAXIMO;ITEM;PRORATE;33;NUMBER;22;;
MAXIMO;ITEM;ITEMID;34;NUMBER;22;;
MAXIMO;ITEM;ISKIT;35;NUMBER;22;;
MAXIMO;ITEM;LANGCODE;36;VARCHAR2;16;;
MAXIMO;ITEM;ATTACHONISSUE;37;NUMBER;22;;
MAXIMO;ITEM;HASLD;38;NUMBER;22;;
MAXIMO;ITEM;PLUSCISINHOUSECAL;39;NUMBER;22;;
MAXIMO;ITEM;PLUSCISMTE;40;NUMBER;22;;
MAXIMO;ITEM;PLUSCISMTECLASS;41;VARCHAR2;320;;
MAXIMO;ITEM;LLYREQUESTEDBY;42;VARCHAR2;120;;
MAXIMO;ITEM;LLYATTACHEDDOCS;43;NUMBER;22;;
MAXIMO;ITEM;PLUSCSOLUTION;44;NUMBER;22;;
MAXIMO;ITEM;MAXISSUE;45;NUMBER;22;15;2
MAXIMO;ITEM;STATUS;46;VARCHAR2;64;;
MAXIMO;ITEM;STATUSDATE;47;DATE;7;;
MAXIMO;ITEM;ROWSTAMP;48;VARCHAR2;160;;
MAXIMO;ITEM;HARDRESISSUE;49;NUMBER;22;;
MAXIMO;ITEM;TAXEXEMPT;50;NUMBER;22;;
MAXIMO;ITEM;RECEIPTTOLERANCE;51;NUMBER;22;15;2
MAXIMO;ITEM;ISCREW;52;NUMBER;22;;
MAXIMO;ITEMORGINFO;ITEMNUM;1;VARCHAR2;120;;
MAXIMO;ITEMORGINFO;ITEMSETID;2;VARCHAR2;32;;
MAXIMO;ITEMORGINFO;ORGID;3;VARCHAR2;32;;
MAXIMO;ITEMORGINFO;HAZARDID;4;VARCHAR2;32;;
MAXIMO;ITEMORGINFO;TOOLRATE;5;NUMBER;22;10;2
MAXIMO;ITEMORGINFO;GLACCOUNT;6;VARCHAR2;136;;
MAXIMO;ITEMORGINFO;CONTROLACC;7;VARCHAR2;136;;
MAXIMO;ITEMORGINFO;TAX1CODE;8;VARCHAR2;32;;
MAXIMO;ITEMORGINFO;TAX2CODE;9;VARCHAR2;32;;
MAXIMO;ITEMORGINFO;TAX3CODE;10;VARCHAR2;32;;
MAXIMO;ITEMORGINFO;TAX4CODE;11;VARCHAR2;32;;
MAXIMO;ITEMORGINFO;TAX5CODE;12;VARCHAR2;32;;
MAXIMO;ITEMORGINFO;ITEMORGINFOID;13;NUMBER;22;;
MAXIMO;ITEMORGINFO;VENDOR;14;VARCHAR2;48;;
MAXIMO;ITEMORGINFO;ROWSTAMP;15;VARCHAR2;160;;
MAXIMO;ITEMORGINFO;STATUS;16;VARCHAR2;64;;
MAXIMO;ITEMORGINFO;STATUSDATE;17;DATE;7;;
MAXIMO;ITEMORGINFO;CATEGORY;18;VARCHAR2;64;;
MAXIMO;ITEMORGINFO;TAXEXEMPT;19;NUMBER;22;;
MAXIMO;ITEMORGINFO;RECEIPTTOLERANCE;20;NUMBER;22;15;2
MAXIMO;ITEMORGSTATUS;CHANGEBY;1;VARCHAR2;120;;
MAXIMO;ITEMORGSTATUS;CHANGEDATE;2;DATE;7;;
MAXIMO;ITEMORGSTATUS;ITEMNUM;3;VARCHAR2;120;;
MAXIMO;ITEMORGSTATUS;ITEMORGSTATUSID;4;NUMBER;22;;
MAXIMO;ITEMORGSTATUS;ITEMSETID;5;VARCHAR2;32;;
MAXIMO;ITEMORGSTATUS;MEMO;6;VARCHAR2;200;;
MAXIMO;ITEMORGSTATUS;ORGID;7;VARCHAR2;32;;
MAXIMO;ITEMORGSTATUS;STATUS;8;VARCHAR2;64;;
MAXIMO;ITEMORGSTATUS;ROWSTAMP;9;VARCHAR2;160;;
MAXIMO;ITEMSPEC;ITEMNUM;1;VARCHAR2;120;;
MAXIMO;ITEMSPEC;ASSETATTRID;2;VARCHAR2;1200;;
MAXIMO;ITEMSPEC;ROTATING;3;NUMBER;22;;
MAXIMO;ITEMSPEC;CLASSSTRUCTUREID;4;VARCHAR2;80;;
MAXIMO;ITEMSPEC;ALLASSPECUSEVALUE;5;NUMBER;22;;
MAXIMO;ITEMSPEC;ALLLOCSPECUSEVALUE;6;NUMBER;22;;
MAXIMO;ITEMSPEC;DISPLAYSEQUENCE;7;NUMBER;22;;
MAXIMO;ITEMSPEC;NUMVALUE;8;NUMBER;22;30;10
MAXIMO;ITEMSPEC;MEASUREUNITID;9;VARCHAR2;64;;
MAXIMO;ITEMSPEC;ALNVALUE;10;VARCHAR2;1020;;
MAXIMO;ITEMSPEC;CHANGEDATE;11;DATE;7;;
MAXIMO;ITEMSPEC;CHANGEBY;12;VARCHAR2;120;;
MAXIMO;ITEMSPEC;IS01;13;VARCHAR2;40;;
MAXIMO;ITEMSPEC;IS02;14;VARCHAR2;40;;
MAXIMO;ITEMSPEC;IS03;15;VARCHAR2;40;;
MAXIMO;ITEMSPEC;IS04;16;DATE;7;;
MAXIMO;ITEMSPEC;IS05;17;NUMBER;22;15;2
MAXIMO;ITEMSPEC;ORGID;18;VARCHAR2;32;;
MAXIMO;ITEMSPEC;ITEMSETID;19;VARCHAR2;32;;
MAXIMO;ITEMSPEC;SECTION;20;VARCHAR2;40;;
MAXIMO;ITEMSPEC;ITEMSPECID;21;NUMBER;22;;
MAXIMO;ITEMSPEC;ROWSTAMP;22;VARCHAR2;160;;
MAXIMO;ITEMSPEC;LINKEDTOATTRIBUTE;23;VARCHAR2;1200;;
MAXIMO;ITEMSPEC;LINKEDTOSECTION;24;VARCHAR2;40;;
MAXIMO;ITEMSPEC;MANDATORY;25;NUMBER;22;;
MAXIMO;ITEMSPEC;TABLEVALUE;26;VARCHAR2;1016;;
MAXIMO;ITEMSTATUS;CHANGEBY;1;VARCHAR2;120;;
MAXIMO;ITEMSTATUS;CHANGEDATE;2;DATE;7;;
MAXIMO;ITEMSTATUS;ITEMNUM;3;VARCHAR2;120;;
MAXIMO;ITEMSTATUS;ITEMSETID;4;VARCHAR2;32;;
MAXIMO;ITEMSTATUS;ITEMSTATUSID;5;NUMBER;22;;
MAXIMO;ITEMSTATUS;MEMO;6;VARCHAR2;200;;
MAXIMO;ITEMSTATUS;STATUS;7;VARCHAR2;64;;
MAXIMO;ITEMSTATUS;ROWSTAMP;8;VARCHAR2;160;;
MAXIMO;ITEMSTRUCT;ITEMNUM;1;VARCHAR2;120;;
MAXIMO;ITEMSTRUCT;INSTANCE;2;NUMBER;22;;
MAXIMO;ITEMSTRUCT;PARENT;3;VARCHAR2;120;;
MAXIMO;ITEMSTRUCT;PARINST;4;NUMBER;22;;
MAXIMO;ITEMSTRUCT;ITEMID;5;VARCHAR2;120;;
MAXIMO;ITEMSTRUCT;QUANTITY;6;NUMBER;22;15;2
MAXIMO;ITEMSTRUCT;REMARK;7;VARCHAR2;200;;
MAXIMO;ITEMSTRUCT;IAS1;8;VARCHAR2;40;;
MAXIMO;ITEMSTRUCT;IAS2;9;VARCHAR2;40;;
MAXIMO;ITEMSTRUCT;IAS3;10;VARCHAR2;40;;
MAXIMO;ITEMSTRUCT;IAS4;11;DATE;7;;
MAXIMO;ITEMSTRUCT;IAS5;12;NUMBER;22;15;2
MAXIMO;ITEMSTRUCT;ITEMSETID;13;VARCHAR2;32;;
MAXIMO;ITEMSTRUCT;ITEMSTRUCTID;14;NUMBER;22;;
MAXIMO;ITEMSTRUCT;LANGCODE;15;VARCHAR2;16;;
MAXIMO;ITEMSTRUCT;HASLD;16;NUMBER;22;;
MAXIMO;ITEMSTRUCT;ROWSTAMP;17;VARCHAR2;160;;
MAXIMO;JOBITEM;JPNUM;1;VARCHAR2;48;;
MAXIMO;JOBITEM;DIRECTREQ;2;NUMBER;22;;
MAXIMO;JOBITEM;ITEMNUM;3;VARCHAR2;120;;
MAXIMO;JOBITEM;ITEMQTY;4;NUMBER;22;15;2
MAXIMO;JOBITEM;ITEMSETID;5;VARCHAR2;32;;
MAXIMO;JOBITEM;JM1;6;VARCHAR2;40;;
MAXIMO;JOBITEM;JM2;7;VARCHAR2;40;;
MAXIMO;JOBITEM;JM3;8;NUMBER;22;15;2
MAXIMO;JOBITEM;JM4;9;VARCHAR2;40;;
MAXIMO;JOBITEM;JM5;10;NUMBER;22;10;2
MAXIMO;JOBITEM;JM6;11;VARCHAR2;40;;
MAXIMO;JOBITEM;JPTASK;12;NUMBER;22;;
MAXIMO;JOBITEM;LINETYPE;13;VARCHAR2;60;;
MAXIMO;JOBITEM;LOCATION;14;VARCHAR2;100;;
MAXIMO;JOBITEM;ORGID;15;VARCHAR2;32;;
MAXIMO;JOBITEM;SITEID;16;VARCHAR2;32;;
MAXIMO;JOBITEM;VENDOR;17;VARCHAR2;48;;
MAXIMO;JOBITEM;CONDITIONCODE;18;VARCHAR2;120;;
MAXIMO;JOBITEM;JOBITEMID;19;NUMBER;22;;
MAXIMO;JOBITEM;JOBPLANID;20;NUMBER;22;;
MAXIMO;JOBITEM;STORELOCSITE;21;VARCHAR2;32;;
MAXIMO;JOBITEM;RATE;22;NUMBER;22;10;2
MAXIMO;JOBITEM;RESERVEREQ;23;NUMBER;22;;
MAXIMO;JOBITEM;HOURS;24;FLOAT;22;126;
MAXIMO;JOBITEM;ROWSTAMP;25;VARCHAR2;160;;
MAXIMO;JOBITEM;PLUSCJPREVNUM;26;NUMBER;22;;
MAXIMO;JOBITEM;CONDITIONNUM;27;VARCHAR2;48;;
MAXIMO;JOBITEM;AMCREW;28;VARCHAR2;32;;
MAXIMO;JOBITEM;AMCREWTYPE;29;VARCHAR2;32;;
MAXIMO;JOBITEM;JOBLABORREF;30;NUMBER;22;;
MAXIMO;JOBITEM;CALCMETHOD;31;VARCHAR2;60;;
MAXIMO;JOBITEM;CALCLEVEL;32;VARCHAR2;32;;
MAXIMO;JOBITEM;CALCAPPLYTO;33;VARCHAR2;40;;
MAXIMO;JOBITEM;CALCEXPRESSION;34;VARCHAR2;400;;
MAXIMO;JOBITEM;CALCEXPRESSIONHOURS;35;VARCHAR2;400;;
MAXIMO;JOBLABOR;JPNUM;1;VARCHAR2;48;;
MAXIMO;JOBLABOR;LABORCODE;2;VARCHAR2;120;;
MAXIMO;JOBLABOR;LABORHRS;3;FLOAT;22;126;
MAXIMO;JOBLABOR;JL1;4;VARCHAR2;40;;
MAXIMO;JOBLABOR;JL2;5;DATE;7;;
MAXIMO;JOBLABOR;JL3;6;VARCHAR2;40;;
MAXIMO;JOBLABOR;JL4;7;VARCHAR2;40;;
MAXIMO;JOBLABOR;JL5;8;VARCHAR2;40;;
MAXIMO;JOBLABOR;JL6;9;NUMBER;22;15;2
MAXIMO;JOBLABOR;VENDOR;10;VARCHAR2;48;;
MAXIMO;JOBLABOR;JL7;11;VARCHAR2;40;;
MAXIMO;JOBLABOR;JL8;12;VARCHAR2;40;;
MAXIMO;JOBLABOR;JL9;13;VARCHAR2;40;;
MAXIMO;JOBLABOR;ORGID;14;VARCHAR2;32;;
MAXIMO;JOBLABOR;SITEID;15;VARCHAR2;32;;
MAXIMO;JOBLABOR;JPTASK;16;NUMBER;22;;
MAXIMO;JOBLABOR;JOBLABORID;17;NUMBER;22;;
MAXIMO;JOBLABOR;JOBPLANID;18;NUMBER;22;;
MAXIMO;JOBLABOR;CRAFT;19;VARCHAR2;32;;
MAXIMO;JOBLABOR;SKILLLEVEL;20;VARCHAR2;60;;
MAXIMO;JOBLABOR;CONTRACTNUM;21;VARCHAR2;32;;
MAXIMO;JOBLABOR;QUANTITY;22;NUMBER;22;;
MAXIMO;JOBLABOR;ROWSTAMP;23;VARCHAR2;160;;
MAXIMO;JOBLABOR;PLUSCJPREVNUM;24;NUMBER;22;;
MAXIMO;JOBLABOR;CONDITIONNUM;25;VARCHAR2;48;;
MAXIMO;JOBLABOR;AMCREW;26;VARCHAR2;32;;
MAXIMO;JOBLABOR;AMCREWTYPE;27;VARCHAR2;32;;
MAXIMO;JOBLABOR;CREWWORKGROUP;28;VARCHAR2;32;;
MAXIMO;JOBLABOR;APPTREQUIRED;29;NUMBER;22;;
MAXIMO;JOBLABOR;CALCMETHOD;30;VARCHAR2;60;;
MAXIMO;JOBLABOR;CALCLEVEL;31;VARCHAR2;32;;
MAXIMO;JOBLABOR;CALCAPPLYTO;32;VARCHAR2;40;;
MAXIMO;JOBLABOR;CALCEXPRESSION;33;VARCHAR2;400;;
MAXIMO;JOBLABOR;CALCEXPRESSIONHOURS;34;VARCHAR2;400;;
MAXIMO;JOBPLAN;JPNUM;1;VARCHAR2;48;;
MAXIMO;JOBPLAN;DESCRIPTION;2;VARCHAR2;400;;
MAXIMO;JOBPLAN;JPDURATION;3;FLOAT;22;126;
MAXIMO;JOBPLAN;LABORCODE;4;VARCHAR2;120;;
MAXIMO;JOBPLAN;DOWNTIME;5;NUMBER;22;;
MAXIMO;JOBPLAN;SUPERVISOR;6;VARCHAR2;120;;
MAXIMO;JOBPLAN;CALENDAR;7;VARCHAR2;32;;
MAXIMO;JOBPLAN;PRIORITY;8;NUMBER;22;;
MAXIMO;JOBPLAN;CREWID;9;VARCHAR2;48;;
MAXIMO;JOBPLAN;ORGID;10;VARCHAR2;32;;
MAXIMO;JOBPLAN;SITEID;11;VARCHAR2;32;;
MAXIMO;JOBPLAN;OWNER;12;VARCHAR2;120;;
MAXIMO;JOBPLAN;JOBPLANID;13;NUMBER;22;;
