OWNER;TABLE_NAME;COLUMN_NAME;COLUMN_ID;DATA_TYPE;DATA_LENGTH;DATA_PRECISION;DATA_SCALE
MAXIMO;MEASUREMENT;MEASUREMENTID;7;NUMBER;22;;
MAXIMO;MEASUREMENT;ASSETNUM;8;VARCHAR2;48;;
MAXIMO;MEASUREMENT;LOCATION;9;VARCHAR2;100;;
MAXIMO;MEASUREMENT;METERNAME;10;VARCHAR2;40;;
MAXIMO;MEASUREMENT;INSPECTOR;11;VARCHAR2;120;;
MAXIMO;MEASUREMENT;ASSETID;12;NUMBER;22;;
MAXIMO;MEASUREMENT;ROWSTAMP;13;VARCHAR2;160;;
MAXIMO;MEASUREMENT;ENDASSETFEATUREID;14;NUMBER;22;;
MAXIMO;MEASUREMENT;ENDMEASURE;15;NUMBER;22;10;2
MAXIMO;MEASUREMENT;ENDOFFSET;16;NUMBER;22;10;2
MAXIMO;MEASUREMENT;ENDYOFFSET;17;NUMBER;22;10;2
MAXIMO;MEASUREMENT;ENDYOFFSETREF;18;VARCHAR2;120;;
MAXIMO;MEASUREMENT;ENDZOFFSET;19;NUMBER;22;10;2
MAXIMO;MEASUREMENT;ENDZOFFSETREF;20;VARCHAR2;120;;
MAXIMO;MEASUREMENT;STARTASSETFEATUREID;21;NUMBER;22;;
MAXIMO;MEASUREMENT;STARTMEASURE;22;NUMBER;22;10;2
MAXIMO;MEASUREMENT;STARTOFFSET;23;NUMBER;22;10;2
MAXIMO;MEASUREMENT;STARTYOFFSET;24;NUMBER;22;10;2
MAXIMO;MEASUREMENT;STARTYOFFSETREF;25;VARCHAR2;120;;
MAXIMO;MEASUREMENT;STARTZOFFSET;26;NUMBER;22;10;2
MAXIMO;MEASUREMENT;STARTZOFFSETREF;27;VARCHAR2;120;;
MAXIMO;MEASUREMENT;BASEMEASUREUNITID;28;VARCHAR2;64;;
MAXIMO;MEASUREMENT;ENDBASEMEASURE;29;NUMBER;22;10;2
MAXIMO;MEASUREMENT;ENDMEASUREUNITID;30;VARCHAR2;64;;
MAXIMO;MEASUREMENT;ENDOFFSETUNITID;31;VARCHAR2;64;;
MAXIMO;MEASUREMENT;STARTBASEMEASURE;32;NUMBER;22;10;2
MAXIMO;MEASUREMENT;STARTMEASUREUNITID;33;VARCHAR2;64;;
MAXIMO;MEASUREMENT;STARTOFFSETUNITID;34;VARCHAR2;64;;
MAXIMO;MEASUREMENT;WORKORDERID;35;NUMBER;22;;
MAXIMO;MEASUREMENT;ISLINEAR;36;NUMBER;22;;
MAXIMO;MEASUREMENT;EVALUATEDFORWOGEN;37;NUMBER;22;;
MAXIMO;MEASUREPOINT;POINTNUM;1;VARCHAR2;32;;
MAXIMO;MEASUREPOINT;ASSETNUM;2;VARCHAR2;48;;
MAXIMO;MEASUREPOINT;DESCRIPTION;3;VARCHAR2;400;;
MAXIMO;MEASUREPOINT;LOWERWARNING;4;NUMBER;22;15;3
MAXIMO;MEASUREPOINT;LOWERACTION;5;NUMBER;22;15;3
MAXIMO;MEASUREPOINT;UPPERWARNING;6;NUMBER;22;15;3
MAXIMO;MEASUREPOINT;UPPERACTION;7;NUMBER;22;15;3
MAXIMO;MEASUREPOINT;SITEID;8;VARCHAR2;32;;
MAXIMO;MEASUREPOINT;ORGID;9;VARCHAR2;32;;
MAXIMO;MEASUREPOINT;LOCATION;10;VARCHAR2;100;;
MAXIMO;MEASUREPOINT;METERNAME;11;VARCHAR2;40;;
MAXIMO;MEASUREPOINT;LLPMNUM;12;VARCHAR2;32;;
MAXIMO;MEASUREPOINT;LLJPNUM;13;VARCHAR2;48;;
MAXIMO;MEASUREPOINT;LLPRIORITY;14;NUMBER;22;;
MAXIMO;MEASUREPOINT;ULPMNUM;15;VARCHAR2;32;;
MAXIMO;MEASUREPOINT;ULJPNUM;16;VARCHAR2;48;;
MAXIMO;MEASUREPOINT;ULPRIORITY;17;NUMBER;22;;
MAXIMO;MEASUREPOINT;MEASUREPOINTID;18;NUMBER;22;;
MAXIMO;MEASUREPOINT;LANGCODE;19;VARCHAR2;16;;
MAXIMO;MEASUREPOINT;HASLD;20;NUMBER;22;;
MAXIMO;MEASUREPOINT;ROWSTAMP;21;VARCHAR2;160;;
MAXIMO;MEASUREPOINT;STARTYOFFSETREF;22;VARCHAR2;120;;
MAXIMO;MEASUREPOINT;ENDYOFFSETREF;23;VARCHAR2;120;;
MAXIMO;MEASUREPOINT;STARTZOFFSETREF;24;VARCHAR2;120;;
MAXIMO;MEASUREPOINT;ENDZOFFSETREF;25;VARCHAR2;120;;
MAXIMO;MEASUREPOINT;STARTMEASURE;26;NUMBER;22;10;2
MAXIMO;MEASUREPOINT;ENDMEASURE;27;NUMBER;22;10;2
MAXIMO;MEASUREPOINT;STARTOFFSET;28;NUMBER;22;10;2
MAXIMO;MEASUREPOINT;ENDOFFSET;29;NUMBER;22;10;2
MAXIMO;MEASUREPOINT;STARTYOFFSET;30;NUMBER;22;10;2
MAXIMO;MEASUREPOINT;ENDYOFFSET;31;NUMBER;22;10;2
MAXIMO;MEASUREPOINT;STARTZOFFSET;32;NUMBER;22;10;2
MAXIMO;MEASUREPOINT;ENDZOFFSET;33;NUMBER;22;10;2
MAXIMO;MEASUREUNIT;MEASUREUNITID;1;VARCHAR2;64;;
MAXIMO;MEASUREUNIT;ABBREVIATION;2;VARCHAR2;32;;
MAXIMO;MEASUREUNIT;DESCRIPTION;3;VARCHAR2;400;;
MAXIMO;MEASUREUNIT;ORGID;4;VARCHAR2;32;;
MAXIMO;MEASUREUNIT;SITEID;5;VARCHAR2;32;;
MAXIMO;MEASUREUNIT;MEASUREUNITUID;6;NUMBER;22;;
MAXIMO;MEASUREUNIT;ROWSTAMP;7;VARCHAR2;160;;
MAXIMO;MEASUREUNIT;CONTENTUID;8;VARCHAR2;200;;
MAXIMO;METER;METERNAME;1;VARCHAR2;40;;
MAXIMO;METER;METERTYPE;2;VARCHAR2;100;;
MAXIMO;METER;DESCRIPTION;3;VARCHAR2;400;;
MAXIMO;METER;READINGTYPE;4;VARCHAR2;40;;
MAXIMO;METER;MEASUREUNITID;5;VARCHAR2;64;;
MAXIMO;METER;DOMAINID;6;VARCHAR2;72;;
MAXIMO;METER;METERID;7;NUMBER;22;;
MAXIMO;METER;LANGCODE;8;VARCHAR2;16;;
MAXIMO;METER;HASLD;9;NUMBER;22;;
MAXIMO;METER;ROWSTAMP;10;VARCHAR2;160;;
MAXIMO;MR;MRNUM;1;VARCHAR2;32;;
MAXIMO;MR;TYPE;2;VARCHAR2;48;;
MAXIMO;MR;DESCRIPTION;3;VARCHAR2;400;;
MAXIMO;MR;STATUS;4;VARCHAR2;40;;
MAXIMO;MR;STATUSDATE;5;DATE;7;;
MAXIMO;MR;CHANGEDATE;6;DATE;7;;
MAXIMO;MR;CHANGEBY;7;VARCHAR2;120;;
MAXIMO;MR;PRIORITY;8;NUMBER;22;;
MAXIMO;MR;REQUESTEDBY;9;VARCHAR2;120;;
MAXIMO;MR;PHONE;10;VARCHAR2;80;;
MAXIMO;MR;MRDATE;11;DATE;7;;
MAXIMO;MR;REQUIREDDATE;12;DATE;7;;
MAXIMO;MR;SHIPTO;13;VARCHAR2;120;;
MAXIMO;MR;DROPPOINT;14;VARCHAR2;48;;
MAXIMO;MR;TOTALCOST;15;NUMBER;22;10;2
MAXIMO;MR;WONUM;16;VARCHAR2;40;;
MAXIMO;MR;ASSETNUM;17;VARCHAR2;48;;
MAXIMO;MR;LOCATION;18;VARCHAR2;100;;
MAXIMO;MR;GLDEBITACCT;19;VARCHAR2;136;;
MAXIMO;MR;HISTORYFLAG;20;NUMBER;22;;
MAXIMO;MR;ENTERDATE;21;DATE;7;;
MAXIMO;MR;ENTERBY;22;VARCHAR2;120;;
MAXIMO;MR;MRSTATUSSEQ;23;NUMBER;22;;
MAXIMO;MR;MR1;24;VARCHAR2;4;;
MAXIMO;MR;MR2;25;VARCHAR2;4;;
MAXIMO;MR;MR3;26;VARCHAR2;4;;
MAXIMO;MR;MR4;27;VARCHAR2;4;;
MAXIMO;MR;MR5;28;VARCHAR2;4;;
MAXIMO;MR;MR6;29;VARCHAR2;4;;
MAXIMO;MR;MR7;30;VARCHAR2;4;;
MAXIMO;MR;MR8;31;VARCHAR2;4;;
MAXIMO;MR;MR9;32;VARCHAR2;4;;
MAXIMO;MR;MR10;33;VARCHAR2;4;;
MAXIMO;MR;MRLA1;34;VARCHAR2;40;;
MAXIMO;MR;MRLA2;35;VARCHAR2;40;;
MAXIMO;MR;MRLA3;36;VARCHAR2;40;;
MAXIMO;MR;MRLA4;37;VARCHAR2;40;;
MAXIMO;MR;MRLA5;38;VARCHAR2;40;;
MAXIMO;MR;PCARDNUM;39;VARCHAR2;120;;
MAXIMO;MR;PCARDTYPE;40;VARCHAR2;80;;
MAXIMO;MR;PCARDEXPDATE;41;VARCHAR2;28;;
MAXIMO;MR;FINCNTRLID;42;VARCHAR2;32;;
MAXIMO;MR;PCARDVERIFICATION;43;VARCHAR2;16;;
MAXIMO;MR;BASETOTALCOST;44;NUMBER;22;10;2
MAXIMO;MR;BASETOTALCOST2;45;NUMBER;22;10;2
MAXIMO;MR;SITEID;46;VARCHAR2;32;;
MAXIMO;MR;ORGID;47;VARCHAR2;32;;
MAXIMO;MR;MRID;48;NUMBER;22;;
MAXIMO;MR;LANGCODE;49;VARCHAR2;16;;
MAXIMO;MR;REQUESTEDFOR;50;VARCHAR2;120;;
MAXIMO;MR;HASLD;51;NUMBER;22;;
MAXIMO;MR;ROWSTAMP;52;VARCHAR2;160;;
MAXIMO;MRCOST;MRCOSTID;1;NUMBER;22;;
MAXIMO;MRCOST;MRNUM;2;VARCHAR2;32;;
MAXIMO;MRCOST;PERCENTAGE;3;NUMBER;22;5;2
MAXIMO;MRCOST;GLDEBITACCT;4;VARCHAR2;136;;
MAXIMO;MRCOST;FINCNTRLID;5;VARCHAR2;32;;
MAXIMO;MRCOST;SITEID;6;VARCHAR2;32;;
MAXIMO;MRCOST;LINECOST;7;NUMBER;22;10;2
MAXIMO;MRCOST;MRLINEID;8;NUMBER;22;;
MAXIMO;MRCOST;ORGID;9;VARCHAR2;32;;
MAXIMO;MRCOST;COSTLINENUM;10;NUMBER;22;;
MAXIMO;MRCOST;QUANTITY;11;NUMBER;22;15;2
MAXIMO;MRCOST;ROWSTAMP;12;VARCHAR2;160;;
MAXIMO;MRLINE;MRNUM;1;VARCHAR2;32;;
MAXIMO;MRLINE;MRLINENUM;2;NUMBER;22;;
MAXIMO;MRLINE;MRLINEID;3;NUMBER;22;;
MAXIMO;MRLINE;ITEMNUM;4;VARCHAR2;120;;
MAXIMO;MRLINE;DESCRIPTION;5;VARCHAR2;4000;;
MAXIMO;MRLINE;STORELOC;6;VARCHAR2;100;;
MAXIMO;MRLINE;QTY;7;NUMBER;22;15;2
MAXIMO;MRLINE;UNITCOST;8;NUMBER;22;10;2
MAXIMO;MRLINE;LINECOST;9;NUMBER;22;10;2
MAXIMO;MRLINE;DIRECTREQ;10;NUMBER;22;;
MAXIMO;MRLINE;ASSETNUM;11;VARCHAR2;48;;
MAXIMO;MRLINE;LOCATION;12;VARCHAR2;100;;
MAXIMO;MRLINE;GLDEBITACCT;13;VARCHAR2;136;;
MAXIMO;MRLINE;REQUIREDDATE;14;DATE;7;;
MAXIMO;MRLINE;AVAILDATE;15;DATE;7;;
MAXIMO;MRLINE;VENDOR;16;VARCHAR2;48;;
MAXIMO;MRLINE;MANUFACTURER;17;VARCHAR2;48;;
MAXIMO;MRLINE;MODELNUM;18;VARCHAR2;1000;;
MAXIMO;MRLINE;CATALOGCODE;19;VARCHAR2;200;;
MAXIMO;MRLINE;DROPPOINT;20;VARCHAR2;48;;
MAXIMO;MRLINE;REMARKS;21;VARCHAR2;200;;
MAXIMO;MRLINE;COMPLETE;22;NUMBER;22;;
MAXIMO;MRLINE;PRNUM;23;VARCHAR2;32;;
MAXIMO;MRLINE;PARTIALISSUE;24;NUMBER;22;;
MAXIMO;MRLINE;CATEGORY;25;VARCHAR2;64;;
MAXIMO;MRLINE;MRLIN1;26;VARCHAR2;4;;
MAXIMO;MRLINE;MRLIN2;27;VARCHAR2;4;;
MAXIMO;MRLINE;MRLIN3;28;VARCHAR2;4;;
MAXIMO;MRLINE;MRLIN4;29;VARCHAR2;4;;
MAXIMO;MRLINE;MRLIN5;30;VARCHAR2;4;;
MAXIMO;MRLINE;ORDERUNIT;31;VARCHAR2;64;;
MAXIMO;MRLINE;CHARGESTORE;32;NUMBER;22;;
MAXIMO;MRLINE;MRLALN1;33;VARCHAR2;40;;
MAXIMO;MRLINE;MRLALN2;34;VARCHAR2;40;;
MAXIMO;MRLINE;MRLALN3;35;VARCHAR2;40;;
MAXIMO;MRLINE;MRLALN4;36;VARCHAR2;40;;
MAXIMO;MRLINE;MRLALN5;37;VARCHAR2;40;;
MAXIMO;MRLINE;PCARDNUM;38;VARCHAR2;120;;
MAXIMO;MRLINE;PCARDTYPE;39;VARCHAR2;80;;
MAXIMO;MRLINE;PCARDEXPDATE;40;VARCHAR2;28;;
MAXIMO;MRLINE;CLASSIFICATIONID;41;VARCHAR2;320;;
MAXIMO;MRLINE;FINCNTRLID;42;VARCHAR2;32;;
MAXIMO;MRLINE;PCARDVERIFICATION;43;VARCHAR2;16;;
MAXIMO;MRLINE;VENDORPACKCODE;44;VARCHAR2;48;;
MAXIMO;MRLINE;VENDORPACKQUANTITY;45;VARCHAR2;48;;
MAXIMO;MRLINE;VENDORWAREHOUSE;46;VARCHAR2;48;;
MAXIMO;MRLINE;CURRENCYCODE;47;VARCHAR2;32;;
MAXIMO;MRLINE;LINECOST1;48;NUMBER;22;10;2
MAXIMO;MRLINE;LINECOST2;49;NUMBER;22;10;2
MAXIMO;MRLINE;EXCHANGERATE;50;NUMBER;22;14;7
MAXIMO;MRLINE;EXCHANGERATE2;51;NUMBER;22;14;7
MAXIMO;MRLINE;INSPECTIONREQUIRED;52;NUMBER;22;;
MAXIMO;MRLINE;SITEID;53;VARCHAR2;32;;
MAXIMO;MRLINE;ORGID;54;VARCHAR2;32;;
MAXIMO;MRLINE;ISDISTRIBUTED;55;NUMBER;22;;
MAXIMO;MRLINE;REFWO;56;VARCHAR2;40;;
MAXIMO;MRLINE;ENTEREDASTASK;57;NUMBER;22;;
MAXIMO;MRLINE;LINETYPE;58;VARCHAR2;60;;
MAXIMO;MRLINE;ITEMSETID;59;VARCHAR2;32;;
MAXIMO;MRLINE;CONDITIONCODE;60;VARCHAR2;120;;
MAXIMO;MRLINE;COMMODITYGROUP;61;VARCHAR2;32;;
MAXIMO;MRLINE;COMMODITY;62;VARCHAR2;32;;
MAXIMO;MRLINE;CONTRACTREFNUM;63;VARCHAR2;32;;
MAXIMO;MRLINE;CONTRACTREFREV;64;NUMBER;22;;
MAXIMO;MRLINE;CONTRACTREFID;65;NUMBER;22;;
MAXIMO;MRLINE;LANGCODE;66;VARCHAR2;16;;
MAXIMO;MRLINE;CONVERSION;67;NUMBER;22;15;2
MAXIMO;MRLINE;STORELOCSITE;68;VARCHAR2;32;;
MAXIMO;MRLINE;HASLD;69;NUMBER;22;;
MAXIMO;MRLINE;MKTPLCITEM;70;NUMBER;22;;
MAXIMO;MRLINE;ROWSTAMP;71;VARCHAR2;160;;
MAXIMO;MRLINE;CLASSSTRUCTUREID;72;VARCHAR2;80;;
MAXIMO;MRLINE;RESTYPE;73;VARCHAR2;64;;
MAXIMO;MRSTATUS;MRNUM;1;VARCHAR2;32;;
MAXIMO;MRSTATUS;STATUS;2;VARCHAR2;40;;
MAXIMO;MRSTATUS;CHANGEDATE;3;DATE;7;;
MAXIMO;MRSTATUS;CHANGEBY;4;VARCHAR2;120;;
MAXIMO;MRSTATUS;MEMO;5;VARCHAR2;200;;
MAXIMO;MRSTATUS;MRSTATUSSEQ;6;NUMBER;22;;
MAXIMO;MRSTATUS;SITEID;7;VARCHAR2;32;;
MAXIMO;MRSTATUS;ORGID;8;VARCHAR2;32;;
MAXIMO;MRSTATUS;ROWSTAMP;9;VARCHAR2;160;;
MAXIMO;MULTIASSETLOCCI;ASSETFEATUREID;1;NUMBER;22;;
MAXIMO;MULTIASSETLOCCI;ASSETNUM;2;VARCHAR2;48;;
MAXIMO;MULTIASSETLOCCI;CINUM;3;VARCHAR2;600;;
MAXIMO;MULTIASSETLOCCI;COMMENTS;4;VARCHAR2;1000;;
MAXIMO;MULTIASSETLOCCI;ENDASSETFEATUREID;5;NUMBER;22;;
MAXIMO;MULTIASSETLOCCI;ENDMEASURE;6;NUMBER;22;10;2
MAXIMO;MULTIASSETLOCCI;ENDOFFSET;7;NUMBER;22;10;2
MAXIMO;MULTIASSETLOCCI;ENDYOFFSET;8;NUMBER;22;10;2
MAXIMO;MULTIASSETLOCCI;ENDYOFFSETREF;9;VARCHAR2;120;;
MAXIMO;MULTIASSETLOCCI;ENDZOFFSET;10;NUMBER;22;10;2
MAXIMO;MULTIASSETLOCCI;ENDZOFFSETREF;11;VARCHAR2;120;;
MAXIMO;MULTIASSETLOCCI;HASLD;12;NUMBER;22;;
MAXIMO;MULTIASSETLOCCI;ISPRIMARY;13;NUMBER;22;;
MAXIMO;MULTIASSETLOCCI;LANGCODE;14;VARCHAR2;16;;
MAXIMO;MULTIASSETLOCCI;LOCATION;15;VARCHAR2;100;;
MAXIMO;MULTIASSETLOCCI;MOVETOBIN;16;VARCHAR2;48;;
MAXIMO;MULTIASSETLOCCI;MOVETOLOCATION;17;VARCHAR2;100;;
MAXIMO;MULTIASSETLOCCI;MOVETOPARENT;18;VARCHAR2;48;;
MAXIMO;MULTIASSETLOCCI;MOVETOSITE;19;VARCHAR2;32;;
MAXIMO;MULTIASSETLOCCI;MULTIID;20;NUMBER;22;;
MAXIMO;MULTIASSETLOCCI;NEWASSETNUM;21;VARCHAR2;48;;
MAXIMO;MULTIASSETLOCCI;NEWREPLACEASSETNUM;22;VARCHAR2;48;;
MAXIMO;MULTIASSETLOCCI;ORGID;23;VARCHAR2;32;;
MAXIMO;MULTIASSETLOCCI;PERFORMMOVETO;24;NUMBER;22;;
MAXIMO;MULTIASSETLOCCI;PROGRESS;25;NUMBER;22;;
MAXIMO;MULTIASSETLOCCI;RECORDCLASS;26;VARCHAR2;64;;
MAXIMO;MULTIASSETLOCCI;RECORDKEY;27;VARCHAR2;40;;
MAXIMO;MULTIASSETLOCCI;REPLACEASSETNUM;28;VARCHAR2;48;;
MAXIMO;MULTIASSETLOCCI;REPLACEMENTSITE;29;VARCHAR2;32;;
MAXIMO;MULTIASSETLOCCI;ROUTE;30;VARCHAR2;32;;
MAXIMO;MULTIASSETLOCCI;ROUTESTOP;31;NUMBER;22;;
MAXIMO;MULTIASSETLOCCI;SEQUENCE;32;NUMBER;22;;
MAXIMO;MULTIASSETLOCCI;SITEID;33;VARCHAR2;32;;
MAXIMO;MULTIASSETLOCCI;STARTASSETFEATUREID;34;NUMBER;22;;
MAXIMO;MULTIASSETLOCCI;STARTMEASURE;35;NUMBER;22;10;2
MAXIMO;MULTIASSETLOCCI;STARTOFFSET;36;NUMBER;22;10;2
MAXIMO;MULTIASSETLOCCI;STARTYOFFSET;37;NUMBER;22;10;2
MAXIMO;MULTIASSETLOCCI;STARTYOFFSETREF;38;VARCHAR2;120;;
MAXIMO;MULTIASSETLOCCI;STARTZOFFSET;39;NUMBER;22;10;2
MAXIMO;MULTIASSETLOCCI;STARTZOFFSETREF;40;VARCHAR2;120;;
MAXIMO;MULTIASSETLOCCI;TARGETDESC;41;VARCHAR2;200;;
MAXIMO;MULTIASSETLOCCI;WORKORGID;42;VARCHAR2;32;;
MAXIMO;MULTIASSETLOCCI;WORKSITEID;43;VARCHAR2;32;;
MAXIMO;MULTIASSETLOCCI;ROWSTAMP;44;VARCHAR2;160;;
MAXIMO;MULTIASSETLOCCI;BASEMEASUREUNITID;45;VARCHAR2;64;;
MAXIMO;MULTIASSETLOCCI;ENDBASEMEASURE;46;NUMBER;22;10;2
MAXIMO;MULTIASSETLOCCI;ENDMEASUREUNITID;47;VARCHAR2;64;;
MAXIMO;MULTIASSETLOCCI;ENDOFFSETUNITID;48;VARCHAR2;64;;
MAXIMO;MULTIASSETLOCCI;STARTBASEMEASURE;49;NUMBER;22;10;2
MAXIMO;MULTIASSETLOCCI;STARTMEASUREUNITID;50;VARCHAR2;64;;
MAXIMO;MULTIASSETLOCCI;STARTOFFSETUNITID;51;VARCHAR2;64;;
MAXIMO;MULTIASSETLOCCI;FEATURE;52;VARCHAR2;120;;
MAXIMO;MULTIASSETLOCCI;FEATURELABEL;53;VARCHAR2;400;;
MAXIMO;MULTIASSETLOCCI;INSPFORMNUM;54;VARCHAR2;48;;
MAXIMO;MULTIASSETLOCCI;TOTALWORKUNITS;55;NUMBER;22;10;2
MAXIMO;NUMERICDOMAIN;DOMAINID;1;VARCHAR2;72;;
MAXIMO;NUMERICDOMAIN;VALUE;2;NUMBER;22;30;10
MAXIMO;NUMERICDOMAIN;DESCRIPTION;3;VARCHAR2;544;;
MAXIMO;NUMERICDOMAIN;SITEID;4;VARCHAR2;32;;
MAXIMO;NUMERICDOMAIN;ORGID;5;VARCHAR2;32;;
MAXIMO;NUMERICDOMAIN;NUMERICDOMAINID;6;NUMBER;22;;
MAXIMO;NUMERICDOMAIN;ROWSTAMP;7;VARCHAR2;160;;
MAXIMO;NUMERICDOMAIN;VALUEID;8;VARCHAR2;1200;;
MAXIMO;NUMRANGEDOMAIN;RANGESEGMENT;1;NUMBER;22;;
MAXIMO;NUMRANGEDOMAIN;DOMAINID;2;VARCHAR2;72;;
MAXIMO;NUMRANGEDOMAIN;RANGEMINIMUM;3;FLOAT;22;126;
MAXIMO;NUMRANGEDOMAIN;RANGEMAXIMUM;4;FLOAT;22;126;
MAXIMO;NUMRANGEDOMAIN;RANGEINTERVAL;5;FLOAT;22;126;
MAXIMO;NUMRANGEDOMAIN;SITEID;6;VARCHAR2;32;;
MAXIMO;NUMRANGEDOMAIN;ORGID;7;VARCHAR2;32;;
MAXIMO;NUMRANGEDOMAIN;NUMRANGEDOMAINID;8;NUMBER;22;;
MAXIMO;NUMRANGEDOMAIN;ROWSTAMP;9;VARCHAR2;160;;
MAXIMO;ORGANIZATION;ORGID;1;VARCHAR2;32;;
MAXIMO;ORGANIZATION;DESCRIPTION;2;VARCHAR2;400;;
MAXIMO;ORGANIZATION;BASECURRENCY1;3;VARCHAR2;32;;
MAXIMO;ORGANIZATION;BASECURRENCY2;4;VARCHAR2;32;;
MAXIMO;ORGANIZATION;ENTERBY;5;VARCHAR2;120;;
MAXIMO;ORGANIZATION;ENTERDATE;6;DATE;7;;
MAXIMO;ORGANIZATION;ITEMSETID;7;VARCHAR2;32;;
MAXIMO;ORGANIZATION;ACTIVE;8;NUMBER;22;;
MAXIMO;ORGANIZATION;COMPANYSETID;9;VARCHAR2;32;;
MAXIMO;ORGANIZATION;ORGANIZATIONID;10;NUMBER;22;;
MAXIMO;ORGANIZATION;CLEARINGACCT;11;VARCHAR2;136;;
MAXIMO;ORGANIZATION;LANGCODE;12;VARCHAR2;16;;
MAXIMO;ORGANIZATION;HASLD;13;NUMBER;22;;
MAXIMO;ORGANIZATION;ROWSTAMP;14;VARCHAR2;160;;
MAXIMO;ORGANIZATION;DFLTITEMSTATUS;15;VARCHAR2;64;;
MAXIMO;ORGANIZATION;CATEGORY;16;VARCHAR2;64;;
MAXIMO;PERSON;PERSONID;1;VARCHAR2;120;;
MAXIMO;PERSON;STATUS;2;VARCHAR2;48;;
MAXIMO;PERSON;DISPLAYNAME;3;VARCHAR2;248;;
MAXIMO;PERSON;FIRSTNAME;4;VARCHAR2;120;;
MAXIMO;PERSON;LASTNAME;5;VARCHAR2;200;;
MAXIMO;PERSON;DEPARTMENT;6;VARCHAR2;120;;
MAXIMO;PERSON;TITLE;7;VARCHAR2;120;;
MAXIMO;PERSON;EMPLOYEETYPE;8;VARCHAR2;40;;
MAXIMO;PERSON;JOBCODE;9;VARCHAR2;40;;
MAXIMO;PERSON;SUPERVISOR;10;VARCHAR2;120;;
MAXIMO;PERSON;BIRTHDATE;11;DATE;7;;
MAXIMO;PERSON;LASTEVALDATE;12;DATE;7;;
MAXIMO;PERSON;NEXTEVALDATE;13;DATE;7;;
MAXIMO;PERSON;HIREDATE;14;DATE;7;;
MAXIMO;PERSON;TERMINATIONDATE;15;DATE;7;;
MAXIMO;PERSON;LOCATION;16;VARCHAR2;100;;
MAXIMO;PERSON;LOCATIONSITE;17;VARCHAR2;32;;
MAXIMO;PERSON;LOCATIONORG;18;VARCHAR2;32;;
MAXIMO;PERSON;SHIPTOADDRESS;19;VARCHAR2;120;;
MAXIMO;PERSON;BILLTOADDRESS;20;VARCHAR2;120;;
MAXIMO;PERSON;DROPPOINT;21;VARCHAR2;48;;
MAXIMO;PERSON;WFMAILELECTION;22;VARCHAR2;60;;
MAXIMO;PERSON;TRANSEMAILELECTION;23;VARCHAR2;60;;
MAXIMO;PERSON;DELEGATE;24;VARCHAR2;120;;
MAXIMO;PERSON;DELEGATEFROMDATE;25;DATE;7;;
MAXIMO;PERSON;DELEGATETODATE;26;DATE;7;;
MAXIMO;PERSON;PCARDNUM;27;VARCHAR2;120;;
MAXIMO;PERSON;PCARDTYPE;28;VARCHAR2;80;;
MAXIMO;PERSON;PCARDEXPDATE;29;VARCHAR2;28;;
MAXIMO;PERSON;PCARDVERIFICATION;30;VARCHAR2;16;;
MAXIMO;PERSON;ADDRESSLINE1;31;VARCHAR2;220;;
MAXIMO;PERSON;ADDRESSLINE2;32;VARCHAR2;220;;
MAXIMO;PERSON;ADDRESSLINE3;33;VARCHAR2;220;;
MAXIMO;PERSON;CITY;34;VARCHAR2;144;;
MAXIMO;PERSON;REGIONDISTRICT;35;VARCHAR2;144;;
MAXIMO;PERSON;COUNTY;36;VARCHAR2;144;;
MAXIMO;PERSON;STATEPROVINCE;37;VARCHAR2;144;;
MAXIMO;PERSON;COUNTRY;38;VARCHAR2;144;;
MAXIMO;PERSON;POSTALCODE;39;VARCHAR2;48;;
MAXIMO;PERSON;VIP;40;NUMBER;22;;
MAXIMO;PERSON;STATUSDATE;41;DATE;7;;
MAXIMO;PERSON;ACCEPTINGWFMAIL;42;NUMBER;22;;
MAXIMO;PERSON;WOPRIORITY;43;NUMBER;22;;
MAXIMO;PERSON;LOCTOSERVREQ;44;NUMBER;22;;
MAXIMO;PERSON;PERSONUID;45;NUMBER;22;;
MAXIMO;PERSON;LANGCODE;46;VARCHAR2;16;;
MAXIMO;PERSON;SENDERSYSID;47;VARCHAR2;200;;
MAXIMO;PERSON;SOURCESYSID;48;VARCHAR2;40;;
MAXIMO;PERSON;OWNERSYSID;49;VARCHAR2;40;;
MAXIMO;PERSON;EXTERNALREFID;50;VARCHAR2;40;;
MAXIMO;PERSON;LANGUAGE;51;VARCHAR2;16;;
MAXIMO;PERSON;LOCALE;52;VARCHAR2;40;;
MAXIMO;PERSON;TIMEZONE;53;VARCHAR2;112;;
MAXIMO;PERSON;HASLD;54;NUMBER;22;;
MAXIMO;PERSON;ROWSTAMP;55;VARCHAR2;160;;
MAXIMO;PERSON;LLYMAILDROP;56;VARCHAR2;40;;
MAXIMO;PERSON;LLYBUILDING;57;VARCHAR2;20;;
MAXIMO;PERSON;LLYFACILITY;58;VARCHAR2;12;;
MAXIMO;PERSON;LLYFLOOR;59;VARCHAR2;8;;
MAXIMO;PERSON;LLYCONTROLACCOUNT;60;VARCHAR2;40;;
MAXIMO;PERSON;PRIMARYSMS;61;VARCHAR2;512;;
MAXIMO;PERSON;OWNERGROUP;62;VARCHAR2;32;;
MAXIMO;PERSON;IM_ID;63;VARCHAR2;200;;
MAXIMO;PERSON;CALTYPE;64;VARCHAR2;40;;
